datetime,farm_id,system_type,species,temperature_celsius,ph,dissolved_oxygen_mg_per_L,ammonia_nh4_mg_per_L,nitrate_mg_per_L,conductivity_uS_per_cm,turbidity_NTU,water_quality_status
2022-06-25 08:41:00,Farm_06,recirculating,tilapia,27.6,7.29,7.82,0.9543,17.29,223.0,10.59,good
2022-06-25 18:49:00,Farm_01,cage,salmon,19.5,8.11,6.25,1.5509,3.28,272.0,31.6,fair
2022-06-26 10:43:00,Farm_17,recirculating,tilapia,29.3,7.62,8.18,1.3153,72.55,357.0,9.04,good
2022-06-26 12:57:00,Farm_13,tank,bass,22.9,7.51,7.18,0.8949,3.34,869.0,19.3,good
2022-06-26 13:16:00,Farm_07,cage,salmon,17.8,8.36,7.58,1.6962,5.06,1047.0,79.48,fair
2022-06-26 15:51:00,Farm_10,raceway,salmon,20.6,7.39,8.79,1.3735,5.71,312.0,20.05,good
2022-06-26 18:00:00,Farm_08,raceway,salmon,22.0,7.92,6.96,1.0444,10.79,216.0,11.33,fair
2022-06-27 07:21:00,Farm_09,tank,bass,24.1,6.97,7.21,0.3211,23.23,1026.0,8.35,good
2022-06-27 10:16:00,Farm_10,raceway,trout,17.9,7.2,8.24,2.0,14.95,453.0,12.47,good
2022-06-27 10:43:00,Farm_04,cage,salmon,17.0,7.77,6.95,1.7322,3.26,172.0,24.12,fair
2022-06-27 12:37:00,Farm_04,pond,tilapia,35.5,8.75,7.61,1.1912,4.6,1412.0,163.57,fair
2022-06-27 14:42:00,Farm_12,pond,hybrid_striped_bass,25.5,7.64,7.29,2.0,14.54,408.0,184.99,good
2022-06-27 16:38:00,Farm_20,raceway,salmon,14.5,7.94,8.59,2.0,19.56,600.0,8.73,fair
2022-06-28 08:33:00,Farm_08,pond,tilapia,34.5,9.36,7.66,1.746,17.13,943.0,49.11,poor
2022-06-28 16:20:00,Farm_05,pond,tilapia,29.5,8.01,5.98,2.0,5.91,1398.0,88.78,fair
2022-06-28 16:31:00,Farm_10,raceway,salmon,18.5,7.99,8.55,2.0,14.37,596.0,17.45,good
2022-06-28 18:54:00,Farm_20,tank,shrimp,29.4,8.28,7.09,2.0,32.06,3590.0,52.37,good
2022-06-29 12:25:00,Farm_13,pond,tilapia,31.7,8.91,7.76,2.0,4.66,199.0,86.63,fair
2022-06-29 15:45:00,Farm_19,raceway,trout,14.1,8.02,9.34,2.0,8.9,1055.0,4.74,fair
2022-06-30 08:18:00,Farm_04,cage,salmon,17.3,6.87,6.57,0.9127,0.83,363.0,14.23,fair
2022-06-30 08:47:00,Farm_09,pond,hybrid_striped_bass,27.6,7.79,6.56,1.3946,3.4,564.0,104.15,good
2022-06-30 11:46:00,Farm_08,pond,hybrid_striped_bass,28.1,8.18,6.84,2.0,4.79,867.0,48.22,good
2022-06-30 14:19:00,Farm_06,pond,hybrid_striped_bass,27.7,9.33,6.93,0.984,9.56,538.0,125.72,fair
2022-06-30 16:50:00,Farm_16,tank,bass,24.3,7.63,6.31,1.289,2.29,1025.0,8.32,good
2022-07-01 09:47:00,Farm_10,tank,shrimp,30.1,7.95,6.73,0.5827,3.4,3993.0,19.62,good
2022-07-01 16:05:00,Farm_08,tank,bass,21.1,7.47,8.45,0.7587,19.64,351.0,15.21,good
2022-07-01 18:56:00,Farm_11,tank,bass,23.9,7.97,7.62,0.8231,15.28,242.0,19.83,good
2022-07-01 18:58:00,Farm_06,tank,bass,22.6,7.67,7.03,1.1512,26.94,347.0,10.17,good
2022-07-02 07:30:00,Farm_02,recirculating,tilapia,28.0,7.05,8.74,2.0,62.59,405.0,16.4,good
2022-07-02 10:37:00,Farm_10,cage,salmon,18.4,7.41,7.39,1.631,0.97,48479.0,5.54,good
2022-07-02 15:39:00,Farm_03,cage,salmon,16.4,8.37,7.35,1.6845,1.23,1434.0,14.18,fair
2022-07-03 08:08:00,Farm_07,tank,bass,23.4,7.71,8.37,0.5121,8.63,640.0,2.07,good
2022-07-03 09:32:00,Farm_04,tank,shrimp,30.9,7.14,8.14,1.8118,8.33,4122.0,10.11,good
2022-07-03 12:36:00,Farm_15,pond,carp,35.0,7.27,7.35,1.2357,5.97,1485.0,68.67,fair
2022-07-03 14:19:00,Farm_14,pond,tilapia,29.5,8.75,6.55,1.2394,7.17,1533.0,56.08,fair
2022-07-04 11:55:00,Farm_06,pond,catfish,30.6,7.36,6.61,1.2988,11.13,856.0,138.23,good
2022-07-05 13:21:00,Farm_06,tank,bass,22.2,8.22,8.19,1.0016,6.64,189.0,3.4,good
2022-07-05 16:03:00,Farm_01,cage,salmon,18.4,7.77,6.41,1.1332,4.45,263.0,5.11,fair
2022-07-06 10:13:00,Farm_06,recirculating,tilapia,29.6,6.91,8.87,1.2994,67.05,437.0,24.57,good
2022-07-06 18:10:00,Farm_16,pond,catfish,32.0,7.35,7.57,1.7519,7.58,300.0,77.06,good
2022-07-07 06:02:00,Farm_18,raceway,trout,17.2,7.43,6.52,0.8902,19.85,725.0,5.1,fair
2022-07-07 08:39:00,Farm_14,tank,shrimp,30.0,7.63,7.22,1.0129,6.9,3654.0,11.73,good
2022-07-07 12:27:00,Farm_16,tank,shrimp,28.1,7.42,8.23,0.5922,21.61,2133.0,9.64,good
2022-07-08 06:43:00,Farm_01,raceway,trout,17.0,8.43,7.33,0.8492,19.58,1026.0,7.08,fair
2022-07-08 08:06:00,Farm_13,pond,hybrid_striped_bass,27.6,9.21,7.21,1.377,9.75,620.0,83.18,fair
2022-07-08 09:44:00,Farm_12,raceway,salmon,17.5,7.31,7.37,1.4063,15.3,699.0,11.57,fair
2022-07-08 17:23:00,Farm_01,tank,bass,26.1,6.98,7.97,1.1268,11.3,245.0,7.14,good
2022-07-08 18:53:00,Farm_17,raceway,trout,17.5,7.68,7.19,2.0,8.66,153.0,3.92,fair
2022-07-09 06:19:00,Farm_10,cage,salmon,19.0,7.78,6.81,1.647,1.61,1232.0,34.41,fair
2022-07-09 15:19:00,Farm_06,pond,catfish,31.4,7.19,7.27,1.438,11.81,856.0,63.49,good
2022-07-09 17:33:00,Farm_20,pond,hybrid_striped_bass,27.9,8.32,4.63,2.0,8.31,775.0,71.12,fair
2022-07-10 09:46:00,Farm_05,raceway,trout,18.0,7.91,7.66,1.3801,18.97,903.0,13.99,good
2022-07-10 11:27:00,Farm_05,tank,bass,23.0,7.55,9.27,0.9584,31.65,340.0,9.32,good
2022-07-10 13:22:00,Farm_07,pond,carp,31.1,8.95,6.69,1.3876,2.85,246.0,18.15,fair
2022-07-10 17:01:00,Farm_19,pond,hybrid_striped_bass,26.7,7.68,5.25,0.9116,5.65,1103.0,55.06,good
2022-07-10 18:25:00,Farm_01,raceway,trout,19.0,7.34,5.26,0.8259,7.83,978.0,27.52,fair
2022-07-11 08:07:00,Farm_12,pond,tilapia,34.0,8.62,7.74,1.3415,11.95,1620.0,59.15,fair
2022-07-11 12:56:00,Farm_09,pond,hybrid_striped_bass,26.7,8.65,6.91,1.2217,4.89,712.0,42.99,good
2022-07-12 12:07:00,Farm_18,raceway,salmon,17.7,7.15,7.93,1.2612,14.01,593.0,13.44,fair
2022-07-12 15:03:00,Farm_20,pond,tilapia,31.3,7.31,7.55,1.5511,15.1,1590.0,16.36,good
2022-07-12 16:06:00,Farm_01,pond,tilapia,31.3,8.2,7.88,1.3763,15.15,871.0,100.83,good
2022-07-12 17:07:00,Farm_14,cage,salmon,15.1,7.6,5.82,0.9128,1.38,806.0,44.03,fair
2022-07-13 10:39:00,Farm_20,pond,carp,32.3,9.42,7.08,1.1799,5.25,529.0,172.16,poor
2022-07-13 12:42:00,Farm_04,pond,hybrid_striped_bass,24.3,7.43,7.09,2.0,17.21,197.0,31.82,good
2022-07-13 12:53:00,Farm_04,pond,hybrid_striped_bass,27.2,8.31,7.46,1.3178,15.94,1596.0,150.77,good
2022-07-13 13:44:00,Farm_05,raceway,trout,14.2,7.99,8.73,1.2991,9.46,1044.0,33.07,fair
2022-07-13 17:43:00,Farm_01,raceway,salmon,15.1,7.92,9.49,1.0977,5.8,995.0,9.56,good
2022-07-14 07:50:00,Farm_04,cage,salmon,16.1,7.82,7.3,1.2657,3.26,1667.0,3.67,fair
2022-07-14 17:39:00,Farm_04,raceway,salmon,16.4,8.05,7.68,0.5618,14.81,929.0,3.66,fair
2022-07-15 09:38:00,Farm_07,raceway,salmon,15.2,7.3,7.29,0.6776,13.84,623.0,17.82,fair
2022-07-16 14:12:00,Farm_12,tank,shrimp,31.6,7.4,9.8,1.0541,6.07,2183.0,13.86,good
2022-07-17 10:10:00,Farm_02,pond,hybrid_striped_bass,26.3,8.59,6.26,1.2442,14.83,329.0,142.09,good
2022-07-17 11:15:00,Farm_01,pond,tilapia,30.8,7.99,7.31,1.2798,19.71,276.0,24.54,good
2022-07-17 13:58:00,Farm_07,cage,salmon,18.1,7.91,6.23,1.2272,5.88,44678.0,26.43,fair
2022-07-17 16:05:00,Farm_04,recirculating,tilapia,27.8,6.85,10.23,0.7919,41.16,468.0,6.4,good
2022-07-18 10:41:00,Farm_08,cage,salmon,16.9,8.78,7.08,0.8835,5.05,1661.0,22.81,fair
2022-07-18 16:31:00,Farm_05,pond,catfish,34.1,7.31,5.89,2.0,28.21,859.0,63.15,fair
2022-07-18 18:32:00,Farm_03,pond,catfish,33.0,8.14,7.46,1.4197,13.12,971.0,109.01,fair
2022-07-19 07:52:00,Farm_06,pond,tilapia,31.7,8.66,5.51,2.0,14.7,838.0,10.26,fair
2022-07-19 10:16:00,Farm_15,pond,tilapia,32.4,7.97,7.23,1.2365,12.41,894.0,51.98,fair
2022-07-19 10:23:00,Farm_11,tank,shrimp,30.8,7.97,8.54,1.133,12.9,2901.0,19.18,good
2022-07-20 17:07:00,Farm_04,pond,tilapia,31.5,7.74,5.71,0.9448,2.66,827.0,88.62,fair
2022-07-21 06:54:00,Farm_05,pond,carp,31.7,8.71,6.48,1.5739,11.21,1735.0,53.01,fair
2022-07-21 11:22:00,Farm_15,recirculating,tilapia,27.7,7.64,8.15,0.8141,46.11,346.0,10.49,good
2022-07-22 10:56:00,Farm_03,tank,bass,21.2,7.46,7.04,0.9161,7.42,940.0,8.55,good
2022-07-23 11:11:00,Farm_04,tank,shrimp,29.2,7.22,7.6,1.2629,11.08,2687.0,2.91,good
2022-07-23 12:29:00,Farm_09,tank,shrimp,28.6,7.75,7.24,0.8046,19.41,3411.0,19.76,good
2022-07-23 17:54:00,Farm_16,tank,shrimp,28.3,7.44,7.8,1.2191,18.35,3133.0,11.01,good
2022-07-24 16:56:00,Farm_06,pond,catfish,29.9,7.83,7.12,1.7839,5.34,1411.0,38.51,good
2022-07-25 07:26:00,Farm_19,cage,salmon,16.0,8.11,5.77,0.9621,3.66,455.0,28.84,fair
2022-07-25 08:44:00,Farm_02,pond,carp,31.9,8.68,7.76,1.0278,3.34,2101.0,107.34,fair
2022-07-26 06:04:00,Farm_09,tank,bass,23.8,7.08,7.29,0.7579,29.07,411.0,10.7,good
2022-07-26 06:55:00,Farm_05,cage,salmon,14.3,6.9,6.9,0.9276,3.67,1746.0,30.32,poor
2022-07-26 13:07:00,Farm_14,cage,salmon,18.2,8.84,8.04,0.8268,5.77,425.0,9.97,good
2022-07-26 15:24:00,Farm_12,recirculating,tilapia,27.3,7.4,10.38,2.0,68.14,335.0,3.27,good
2022-07-26 18:36:00,Farm_15,pond,carp,32.3,6.89,6.67,2.0,11.4,845.0,51.97,fair
2022-07-27 06:45:00,Farm_17,recirculating,tilapia,25.8,7.37,7.31,1.4408,39.23,290.0,4.92,good
2022-07-27 17:36:00,Farm_08,tank,bass,23.2,7.81,6.9,0.9956,15.74,281.0,21.07,good
2022-07-28 11:42:00,Farm_13,pond,carp,29.5,8.82,7.13,0.9691,6.74,1149.0,135.94,fair
2022-07-28 12:42:00,Farm_08,cage,salmon,17.3,6.97,6.27,0.7886,4.21,1049.0,36.08,fair
2022-07-28 14:33:00,Farm_20,pond,catfish,30.1,8.29,7.91,1.3409,11.73,1708.0,103.44,good
2022-07-29 06:41:00,Farm_06,pond,hybrid_striped_bass,25.7,8.57,5.61,2.0,9.45,588.0,81.34,fair
2022-07-29 07:48:00,Farm_16,tank,bass,21.9,7.8,7.89,0.8687,31.28,634.0,8.35,good
2022-07-29 13:54:00,Farm_16,pond,carp,31.1,8.23,8.15,2.0,6.38,1829.0,15.85,good
2022-07-29 14:57:00,Farm_20,pond,tilapia,28.6,8.86,7.29,1.6033,7.03,1696.0,32.93,fair
2022-07-30 09:21:00,Farm_09,pond,tilapia,29.4,7.45,7.16,1.119,16.11,760.0,15.73,good
2022-07-30 14:14:00,Farm_18,tank,shrimp,29.9,7.51,7.68,0.8077,10.34,2333.0,10.42,good
2022-07-31 12:52:00,Farm_08,pond,catfish,31.5,8.74,7.96,1.4088,5.89,313.0,92.54,fair
2022-07-31 13:28:00,Farm_19,cage,salmon,17.0,8.0,6.05,0.9488,3.79,896.0,32.34,fair
2022-08-01 07:54:00,Farm_16,cage,salmon,17.3,8.29,8.09,1.1439,4.52,1494.0,0.5,good
2022-08-01 11:07:00,Farm_16,pond,tilapia,30.0,8.01,7.13,2.0,20.72,1618.0,43.92,good
2022-08-02 07:25:00,Farm_14,pond,tilapia,32.7,7.18,7.27,1.3016,8.77,232.0,5.97,fair
2022-08-02 11:23:00,Farm_02,raceway,trout,17.1,7.78,7.61,2.0,9.84,324.0,10.9,fair
2022-08-02 14:35:00,Farm_01,pond,catfish,29.2,7.32,7.21,1.1615,3.21,1736.0,34.34,good
2022-08-02 14:35:00,Farm_07,cage,salmon,18.7,6.87,6.85,1.432,1.27,47850.0,12.66,fair
2022-08-02 18:38:00,Farm_20,raceway,salmon,17.1,7.21,8.1,0.7853,23.23,1019.0,3.53,good
2022-08-03 07:06:00,Farm_08,pond,tilapia,32.4,7.77,6.09,1.6073,9.88,860.0,200.0,fair
2022-08-03 13:21:00,Farm_18,recirculating,tilapia,26.7,7.28,7.51,1.1912,36.7,825.0,6.24,good
2022-08-03 15:30:00,Farm_12,cage,salmon,16.1,8.13,6.56,1.5514,3.19,49538.0,12.23,fair
2022-08-04 11:22:00,Farm_10,pond,hybrid_striped_bass,23.6,8.11,6.95,2.0,11.2,878.0,23.34,good
2022-08-04 14:23:00,Farm_04,pond,tilapia,29.3,7.44,8.21,0.6943,16.98,1065.0,87.7,good
2022-08-05 07:16:00,Farm_20,raceway,trout,18.1,7.52,7.26,1.7139,18.85,728.0,95.12,good
2022-08-05 08:31:00,Farm_05,tank,shrimp,29.7,6.7,7.48,1.5368,25.58,3704.0,2.68,good
2022-08-05 09:07:00,Farm_13,raceway,trout,16.8,7.84,7.17,0.6085,4.27,782.0,18.28,fair
2022-08-06 07:48:00,Farm_14,pond,tilapia,30.1,8.41,6.75,0.9064,7.15,1828.0,49.47,good
2022-08-06 13:00:00,Farm_17,pond,tilapia,28.5,8.7,8.94,1.9694,18.5,1312.0,60.08,fair
2022-08-06 13:52:00,Farm_07,tank,bass,20.8,7.09,8.5,0.8855,11.57,748.0,12.6,good
2022-08-06 16:37:00,Farm_17,pond,carp,32.0,7.32,7.31,1.4939,1.84,806.0,200.0,good
2022-08-06 16:53:00,Farm_19,pond,catfish,29.6,8.15,7.65,1.0123,14.44,200.0,98.88,good
2022-08-06 18:57:00,Farm_15,cage,salmon,15.7,7.91,7.66,0.8377,6.04,44942.0,26.44,fair
2022-08-07 13:59:00,Farm_17,pond,carp,31.7,7.95,8.23,1.2129,13.07,509.0,149.24,good
2022-08-07 14:59:00,Farm_14,recirculating,tilapia,29.3,7.36,9.09,1.7903,38.43,365.0,2.96,good
2022-08-07 17:37:00,Farm_06,pond,carp,32.1,8.06,6.07,0.9371,16.98,1541.0,54.82,fair
2022-08-08 07:24:00,Farm_20,recirculating,tilapia,26.2,6.62,7.45,1.9553,56.39,517.0,3.81,good
2022-08-08 11:32:00,Farm_13,tank,shrimp,29.9,7.16,7.53,1.6111,3.23,2868.0,9.41,good
2022-08-08 12:21:00,Farm_10,cage,salmon,15.9,8.06,7.47,1.3827,4.69,580.0,37.87,fair
2022-08-08 15:44:00,Farm_17,raceway,salmon,18.1,7.18,8.26,1.4437,15.08,570.0,83.12,good
2022-08-08 15:58:00,Farm_08,raceway,salmon,14.0,7.95,7.96,1.2593,21.45,856.0,2.01,fair
2022-08-08 18:08:00,Farm_05,tank,shrimp,30.9,7.29,9.2,1.0975,7.55,3678.0,63.81,good
2022-08-09 17:35:00,Farm_11,pond,hybrid_striped_bass,23.6,8.43,7.09,1.8424,4.75,1023.0,63.52,good
2022-08-10 15:45:00,Farm_10,tank,bass,21.8,8.29,7.67,0.721,2.89,1099.0,14.8,good
2022-08-10 16:13:00,Farm_07,raceway,trout,15.5,7.14,8.03,1.2986,17.48,648.0,2.58,good
2022-08-11 14:44:00,Farm_11,pond,catfish,30.9,7.49,6.88,1.2572,8.22,1562.0,125.82,good
2022-08-11 16:08:00,Farm_06,pond,hybrid_striped_bass,22.9,7.25,5.58,0.9783,14.13,1860.0,45.09,good
2022-08-12 18:22:00,Farm_18,cage,salmon,15.4,8.11,6.61,0.8907,3.55,527.0,38.5,fair
2022-08-13 15:36:00,Farm_14,pond,hybrid_striped_bass,24.5,7.34,7.03,0.9048,11.16,363.0,109.83,good
2022-08-14 10:56:00,Farm_14,pond,tilapia,29.0,8.65,7.79,1.2922,21.18,1865.0,160.12,fair
2022-08-15 14:06:00,Farm_01,tank,shrimp,28.7,8.2,7.56,0.7212,8.63,2954.0,19.92,good
2022-08-16 08:03:00,Farm_02,raceway,trout,15.8,7.51,7.94,1.4073,9.74,1066.0,4.86,fair
2022-08-16 10:48:00,Farm_06,raceway,salmon,15.5,7.67,10.29,1.0952,10.26,347.0,26.0,good
2022-08-16 16:16:00,Farm_05,pond,tilapia,28.9,7.07,6.59,0.9489,2.65,1814.0,29.06,good
2022-08-17 13:06:00,Farm_20,pond,hybrid_striped_bass,26.8,8.41,7.65,1.1089,5.17,1888.0,200.0,good
2022-08-17 17:50:00,Farm_10,raceway,trout,14.7,7.85,9.28,0.751,19.26,1119.0,18.44,fair
2022-08-17 18:34:00,Farm_02,tank,bass,22.2,7.58,7.23,1.2761,19.21,1091.0,8.89,good
2022-08-18 09:47:00,Farm_18,tank,shrimp,29.9,7.54,8.69,0.8128,17.5,3926.0,26.04,good
2022-08-19 09:32:00,Farm_10,pond,tilapia,30.6,7.24,6.69,1.1549,5.7,1345.0,66.17,good
2022-08-19 12:24:00,Farm_14,tank,bass,19.6,7.72,6.33,1.3591,6.44,369.0,17.41,good
2022-08-19 14:03:00,Farm_01,raceway,salmon,15.9,7.59,8.53,0.6204,26.03,280.0,21.45,good
2022-08-20 09:39:00,Farm_15,raceway,trout,14.0,7.91,9.69,1.3934,22.78,403.0,98.15,fair
2022-08-21 14:47:00,Farm_20,raceway,trout,14.4,7.54,8.12,1.1038,11.41,388.0,2.94,fair
2022-08-21 16:45:00,Farm_12,recirculating,tilapia,24.1,7.21,9.1,0.72,44.51,381.0,8.21,good
2022-08-21 18:46:00,Farm_07,raceway,salmon,17.3,7.35,6.07,1.077,13.81,392.0,5.25,fair
2022-08-22 13:11:00,Farm_03,pond,carp,30.2,7.92,7.06,1.1256,20.89,657.0,19.61,good
2022-08-23 08:47:00,Farm_17,pond,catfish,29.0,9.03,6.99,0.7959,3.77,190.0,32.24,fair
2022-08-23 12:02:00,Farm_14,raceway,salmon,13.2,7.21,9.3,0.9712,17.1,1155.0,14.34,fair
2022-08-23 14:16:00,Farm_05,pond,carp,28.4,6.88,8.35,2.0,16.03,1241.0,93.06,good
2022-08-23 15:54:00,Farm_09,pond,tilapia,29.1,7.13,6.13,0.9596,12.69,1583.0,123.53,good
2022-08-24 06:49:00,Farm_20,raceway,salmon,14.1,7.83,7.54,1.1082,17.8,561.0,22.04,fair
2022-08-24 08:59:00,Farm_11,recirculating,tilapia,23.5,7.38,8.71,0.9007,16.32,472.0,7.4,good
2022-08-24 11:04:00,Farm_11,pond,hybrid_striped_bass,24.3,9.17,7.89,1.1251,16.33,656.0,33.01,fair
2022-08-24 11:29:00,Farm_05,pond,tilapia,28.8,7.25,7.91,2.0,7.52,1320.0,85.42,good
2022-08-24 13:50:00,Farm_19,pond,hybrid_striped_bass,23.4,7.17,4.77,0.9888,14.33,1041.0,200.0,fair
2022-08-25 09:11:00,Farm_17,pond,catfish,25.1,6.85,7.16,1.0096,8.87,1227.0,19.53,good
2022-08-25 14:34:00,Farm_13,pond,catfish,28.6,8.67,6.09,2.0,3.85,303.0,34.82,fair
2022-08-25 18:32:00,Farm_06,tank,shrimp,29.1,8.15,7.06,0.6871,5.86,3286.0,19.21,good
2022-08-26 11:14:00,Farm_07,tank,bass,22.6,7.82,8.52,0.9845,8.86,905.0,18.97,good
2022-08-26 11:23:00,Farm_10,raceway,trout,16.3,7.04,7.58,2.0,4.08,877.0,6.92,fair
2022-08-27 14:52:00,Farm_01,pond,catfish,26.9,8.91,8.84,1.3693,15.75,522.0,33.72,good
2022-08-27 18:39:00,Farm_17,cage,salmon,16.4,7.91,7.09,0.6174,4.84,239.0,20.9,fair
2022-08-28 06:43:00,Farm_11,tank,shrimp,30.7,7.91,7.48,1.5259,20.62,2375.0,20.12,good
2022-08-28 16:22:00,Farm_15,raceway,trout,12.3,7.47,6.89,1.3155,27.52,347.0,2.86,poor
2022-08-28 16:39:00,Farm_20,raceway,trout,14.6,7.76,7.94,0.7526,1.57,187.0,17.31,fair
2022-08-29 14:46:00,Farm_10,pond,tilapia,29.0,7.84,6.08,0.7516,8.93,1350.0,52.86,good
2022-08-29 14:52:00,Farm_12,pond,hybrid_striped_bass,23.5,8.08,8.91,1.8184,23.7,329.0,114.98,good
2022-08-29 18:07:00,Farm_13,raceway,salmon,17.2,8.45,9.09,0.8946,10.95,977.0,14.94,good
2022-08-30 06:18:00,Farm_07,tank,bass,20.3,7.13,7.09,0.8093,8.13,742.0,4.46,good
2022-08-30 14:05:00,Farm_04,pond,carp,27.6,7.52,7.2,1.835,6.49,1563.0,83.79,good
2022-08-30 16:04:00,Farm_07,raceway,trout,13.7,7.85,9.22,1.692,32.52,427.0,10.36,fair
2022-08-30 16:27:00,Farm_04,raceway,trout,17.5,7.05,7.29,1.9727,11.65,582.0,8.47,fair
2022-08-30 18:32:00,Farm_15,cage,salmon,16.0,7.49,7.18,0.6262,4.16,637.0,19.84,fair
2022-08-30 18:34:00,Farm_18,pond,tilapia,30.3,6.98,5.36,1.0457,14.69,224.0,35.77,fair
2022-08-31 07:04:00,Farm_02,pond,carp,28.5,7.16,8.23,2.0,19.33,1562.0,11.86,good
2022-08-31 13:45:00,Farm_11,pond,tilapia,25.5,8.48,6.93,1.0547,10.44,608.0,200.0,good
2022-08-31 14:53:00,Farm_14,pond,catfish,27.2,7.92,7.63,1.069,10.16,137.0,21.86,good
2022-08-31 17:43:00,Farm_05,pond,tilapia,29.6,7.41,5.48,1.692,3.31,307.0,51.14,fair
2022-09-01 12:24:00,Farm_15,tank,shrimp,29.3,8.0,8.98,1.6655,9.08,3542.0,1.98,good
2022-09-01 15:52:00,Farm_08,raceway,salmon,12.9,6.93,9.36,1.845,19.35,1073.0,17.16,fair
2022-09-01 18:16:00,Farm_18,pond,catfish,26.4,8.38,5.95,0.8812,18.55,1602.0,14.73,good
2022-09-02 12:20:00,Farm_01,tank,shrimp,30.5,7.48,6.99,1.3686,6.52,3984.0,13.6,good
2022-09-03 16:07:00,Farm_18,pond,tilapia,26.0,8.85,8.01,1.1068,9.39,1371.0,26.52,good
2022-09-03 16:46:00,Farm_20,pond,catfish,25.0,8.17,4.6,1.276,7.56,917.0,86.8,fair
2022-09-03 18:47:00,Farm_19,pond,tilapia,27.1,8.96,4.97,0.5824,13.85,1738.0,79.6,fair
2022-09-04 12:25:00,Farm_01,cage,salmon,15.0,8.06,6.95,0.3443,3.25,1311.0,2.38,fair
2022-09-04 14:06:00,Farm_10,raceway,salmon,15.7,7.99,9.01,1.3891,6.06,211.0,16.47,good
2022-09-04 15:05:00,Farm_10,cage,salmon,16.5,8.92,7.54,1.1433,2.4,47498.0,18.65,fair
2022-09-04 17:54:00,Farm_03,tank,bass,20.7,8.07,7.39,1.2245,12.25,909.0,17.56,good
2022-09-05 08:34:00,Farm_08,pond,carp,29.8,7.65,5.96,0.7711,18.04,210.0,88.37,fair
2022-09-05 16:09:00,Farm_10,tank,bass,20.3,7.58,6.71,1.3815,5.46,785.0,9.88,good
2022-09-05 17:25:00,Farm_18,raceway,salmon,15.1,7.36,7.53,0.7732,16.13,184.0,6.91,fair
2022-09-06 06:35:00,Farm_18,pond,carp,24.4,8.13,6.2,1.3275,17.08,659.0,200.0,good
2022-09-06 07:02:00,Farm_01,recirculating,tilapia,25.3,7.23,9.1,0.9489,47.37,529.0,6.89,good
2022-09-07 15:25:00,Farm_18,pond,hybrid_striped_bass,21.2,9.03,8.38,1.7143,7.37,1710.0,116.45,fair
2022-09-08 07:19:00,Farm_07,tank,bass,22.1,7.74,7.06,0.7095,24.35,1088.0,7.45,good
2022-09-08 08:11:00,Farm_08,recirculating,tilapia,23.8,6.97,8.46,1.2897,27.49,565.0,4.93,good
2022-09-08 09:26:00,Farm_17,pond,carp,27.3,7.24,7.59,1.5309,4.36,1519.0,101.61,good
2022-09-09 10:12:00,Farm_04,pond,carp,26.7,8.87,8.3,1.5442,5.18,674.0,55.85,good
2022-09-09 16:51:00,Farm_19,pond,tilapia,27.4,8.44,7.44,1.3244,17.02,1552.0,107.2,good
2022-09-10 16:04:00,Farm_09,pond,catfish,27.4,7.12,7.39,1.0188,4.18,1497.0,47.07,good
2022-09-10 16:35:00,Farm_03,raceway,salmon,15.9,7.96,8.07,1.4599,23.34,885.0,4.54,good
2022-09-10 18:59:00,Farm_18,cage,salmon,16.9,8.87,6.91,2.0,2.04,430.0,2.97,poor
2022-09-11 07:18:00,Farm_20,pond,catfish,28.0,8.02,4.65,0.9644,17.57,614.0,105.55,fair
2022-09-11 09:46:00,Farm_19,cage,salmon,14.7,6.8,7.4,1.1793,2.49,1120.0,30.25,fair
2022-09-11 11:22:00,Farm_05,raceway,trout,15.0,8.3,7.76,1.5577,6.0,656.0,7.05,fair
2022-09-12 09:20:00,Farm_16,cage,salmon,12.5,7.76,7.57,1.7766,4.65,1567.0,10.21,fair
2022-09-13 08:36:00,Farm_19,tank,bass,19.2,7.41,8.31,0.4155,21.83,415.0,8.49,good
2022-09-13 11:39:00,Farm_10,recirculating,tilapia,24.8,7.38,10.11,1.2542,13.19,215.0,1.18,good
2022-09-13 18:20:00,Farm_14,pond,carp,26.5,8.46,4.72,1.9815,14.66,351.0,62.84,fair
2022-09-14 06:20:00,Farm_08,raceway,trout,16.1,7.13,7.12,0.9144,8.01,1008.0,14.53,fair
2022-09-15 11:08:00,Farm_11,cage,salmon,10.7,8.41,7.36,1.6805,3.59,42240.0,22.75,fair
2022-09-15 13:28:00,Farm_12,raceway,salmon,13.6,7.41,8.78,1.2856,7.31,467.0,10.59,fair
2022-09-15 17:47:00,Farm_14,raceway,salmon,13.4,7.08,9.59,1.3753,8.63,566.0,14.98,fair
2022-09-16 08:57:00,Farm_18,raceway,trout,14.8,7.05,7.86,1.4369,5.91,281.0,54.02,fair
2022-09-16 10:46:00,Farm_03,pond,catfish,25.1,7.34,7.95,1.9249,8.84,1087.0,200.0,good
2022-09-16 13:35:00,Farm_04,pond,carp,26.9,7.69,7.05,2.0,22.9,1362.0,26.13,good
2022-09-16 16:38:00,Farm_03,raceway,salmon,15.0,7.71,9.74,1.0497,26.0,418.0,9.58,good
2022-09-17 06:54:00,Farm_17,pond,tilapia,23.4,6.96,5.78,1.143,8.57,1322.0,61.15,good
2022-09-17 15:37:00,Farm_13,recirculating,tilapia,25.9,7.2,8.97,1.5159,32.87,532.0,2.36,good
