datetime,station_id,karenia_brevis_cells_per_L,chlorophyll_a_ug_per_L,dissolved_oxygen_mg_per_L,ph,temperature_celsius,salinity_psu,conductivity_mS_per_cm,turbidity_NTU,bloom_level
2018-01-03 13:00:00,ST_023,72.0,7.39,11.16,8.18,18.0,29.0,38.75,4.02,background
2018-01-03 18:00:00,ST_017,42.0,3.18,12.19,8.06,18.7,35.0,48.24,2.29,background
2018-01-04 10:00:00,ST_015,1.0,4.47,12.22,8.14,19.8,34.5,48.55,2.39,background
2018-01-04 12:00:00,ST_023,35.0,5.27,11.5,8.08,18.0,29.8,40.64,1.83,background
2018-01-05 06:00:00,ST_025,15.0,10.52,12.22,8.08,18.0,30.0,41.18,2.01,background
2018-01-05 15:00:00,ST_001,114.0,2.57,12.93,8.24,21.2,32.5,47.4,4.83,background
2018-01-06 07:00:00,ST_001,98.0,7.07,11.87,8.14,18.0,32.1,42.0,8.54,background
2018-01-06 09:00:00,ST_012,16.0,7.2,11.93,8.14,18.2,31.3,42.57,3.02,background
2018-01-06 09:00:00,ST_007,71.0,8.86,11.49,8.11,19.0,31.0,42.14,2.32,background
2018-01-06 12:00:00,ST_001,0.0,5.52,12.19,8.11,19.9,34.9,48.99,3.06,background
2018-01-06 18:00:00,ST_007,48.0,6.02,11.86,8.26,19.5,31.9,44.11,3.31,background
2018-01-07 11:00:00,ST_007,8.0,8.94,11.71,8.15,19.9,35.0,48.98,2.21,background
2018-01-07 16:00:00,ST_022,1.0,4.41,11.02,8.2,18.0,34.8,46.65,2.77,background
2018-01-08 09:00:00,ST_004,28.0,3.14,13.24,8.18,18.9,29.1,39.53,2.21,background
2018-01-08 18:00:00,ST_022,10.0,2.99,12.31,8.09,18.0,28.6,38.42,1.74,background
2018-01-09 06:00:00,ST_014,26.0,2.5,11.19,8.2,19.1,35.0,49.1,2.47,background
2018-01-09 14:00:00,ST_004,8.0,2.02,13.06,8.22,18.7,29.4,40.32,0.54,background
2018-01-09 17:00:00,ST_006,207.0,10.57,12.47,8.09,19.8,34.2,48.06,2.86,background
2018-01-10 11:00:00,ST_018,98.0,7.21,12.13,8.2,18.8,32.1,44.18,1.64,background
2018-01-10 14:00:00,ST_013,37.0,4.21,13.03,8.15,19.5,34.1,46.8,4.3,background
2018-01-10 15:00:00,ST_007,25.0,6.55,12.93,8.15,20.7,33.3,47.03,1.39,background
2018-01-10 16:00:00,ST_007,10.0,2.67,12.58,8.08,18.0,31.6,42.03,3.42,background
2018-01-11 07:00:00,ST_008,1095.0,4.36,11.75,8.2,21.1,34.2,48.95,3.31,low
2018-01-11 08:00:00,ST_001,2548.0,5.21,11.95,8.2,19.5,35.6,49.08,2.34,low
2018-01-11 09:00:00,ST_004,84.0,8.41,11.0,8.1,18.6,32.4,44.01,2.6,background
2018-01-11 11:00:00,ST_011,167.0,4.33,12.63,8.22,20.9,32.1,46.09,3.49,background
2018-01-11 12:00:00,ST_021,5.0,7.74,13.03,8.11,19.3,34.7,46.8,3.64,background
2018-01-12 06:00:00,ST_013,5.0,8.07,11.92,8.15,18.0,32.1,42.81,3.42,background
2018-01-12 09:00:00,ST_015,23.0,4.69,11.06,8.1,18.9,30.1,41.77,2.93,background
2018-01-12 09:00:00,ST_003,918.0,3.88,11.69,8.17,20.1,29.6,41.43,2.61,background
2018-01-12 16:00:00,ST_009,3.0,3.86,11.32,8.32,18.7,31.6,43.0,2.63,background
2018-01-13 06:00:00,ST_003,424.0,4.79,12.54,8.22,18.3,34.5,45.77,3.02,background
2018-01-13 09:00:00,ST_014,5.0,4.18,12.03,8.23,21.2,29.4,42.44,3.13,background
2018-01-13 10:00:00,ST_025,14.0,10.61,13.27,8.26,19.0,30.0,41.36,3.35,background
2018-01-13 15:00:00,ST_016,25.0,2.04,13.07,8.23,18.0,34.8,46.41,3.54,background
2018-01-14 17:00:00,ST_018,12.0,8.55,11.11,8.23,20.1,35.4,50.37,4.62,background
2018-01-14 18:00:00,ST_019,6.0,6.22,11.71,8.15,19.1,35.5,49.46,0.44,background
2018-01-15 10:00:00,ST_004,76.0,5.62,10.98,8.18,19.9,34.4,49.25,4.38,background
2018-01-15 15:00:00,ST_011,804.0,6.25,12.99,8.19,20.6,33.0,46.52,0.97,background
2018-01-15 16:00:00,ST_023,0.0,5.9,11.75,8.26,19.4,35.1,48.69,2.21,background
2018-01-16 11:00:00,ST_006,22.0,2.0,12.67,8.08,19.2,33.8,46.9,2.12,background
2018-01-16 16:00:00,ST_025,83.0,7.75,12.96,8.04,20.6,32.8,46.17,2.32,background
2018-01-16 16:00:00,ST_025,34.0,7.46,12.19,8.08,20.8,35.2,49.31,2.89,background
2018-01-16 17:00:00,ST_005,49.0,6.78,11.38,8.09,21.8,29.8,43.89,2.62,background
2018-01-16 17:00:00,ST_011,2.0,3.24,12.38,8.31,19.1,31.1,42.85,4.4,background
2018-01-17 06:00:00,ST_020,145.0,5.24,10.98,8.27,19.5,32.6,44.65,0.39,background
2018-01-17 07:00:00,ST_011,289.0,7.86,11.83,8.17,18.7,34.4,46.75,3.85,background
2018-01-17 12:00:00,ST_017,7.0,2.71,13.05,8.1,18.7,31.7,44.2,4.19,background
2018-01-17 15:00:00,ST_015,50.0,3.85,12.41,8.11,20.1,29.0,40.63,3.09,background
2018-01-17 16:00:00,ST_024,6.0,6.64,13.18,8.06,19.9,33.4,47.07,1.45,background
2018-01-18 09:00:00,ST_001,294.0,6.9,12.65,8.1,22.1,30.8,44.34,3.11,background
2018-01-18 14:00:00,ST_019,1.0,3.65,10.75,8.29,20.1,35.3,49.26,2.6,background
2018-01-18 17:00:00,ST_001,114.0,4.64,12.59,8.26,20.3,32.1,45.24,4.11,background
2018-01-19 10:00:00,ST_008,23.0,3.93,13.27,8.3,19.8,30.7,42.35,4.03,background
2018-01-19 17:00:00,ST_014,15.0,6.58,11.55,8.13,18.0,32.2,44.02,3.41,background
2018-01-20 06:00:00,ST_005,4.0,8.7,12.68,8.21,18.0,32.1,43.35,2.47,background
2018-01-20 11:00:00,ST_016,24.0,1.48,11.94,8.03,20.7,30.0,42.96,0.73,background
2018-01-20 15:00:00,ST_003,76.0,7.44,10.75,8.2,21.0,29.0,42.09,3.8,background
2018-01-21 09:00:00,ST_005,13.0,5.88,11.02,8.16,18.2,28.9,39.6,3.79,background
2018-01-21 09:00:00,ST_024,12.0,3.41,10.56,8.09,18.5,34.9,47.37,17.86,background
2018-01-21 12:00:00,ST_007,210.0,7.43,12.12,8.3,20.5,30.4,43.22,3.84,background
2018-01-21 16:00:00,ST_002,719.0,6.43,11.3,8.26,21.9,32.9,48.02,8.03,background
2018-01-22 06:00:00,ST_017,89.0,1.75,11.43,8.1,19.9,32.2,44.88,3.42,background
2018-01-22 08:00:00,ST_009,64.0,4.45,11.4,8.12,20.6,33.2,47.07,2.98,background
2018-01-22 11:00:00,ST_021,2244.0,7.57,10.64,8.25,20.1,34.6,49.52,3.32,low
2018-01-22 17:00:00,ST_011,3.0,4.11,13.03,8.18,19.3,32.7,44.95,2.67,background
2018-01-22 18:00:00,ST_025,3.0,1.43,11.74,8.12,18.8,34.7,46.94,1.5,background
2018-01-23 09:00:00,ST_024,17.0,4.12,12.27,8.19,20.4,28.4,40.47,2.49,background
2018-01-23 09:00:00,ST_007,113.0,4.52,11.13,8.04,21.9,32.2,46.75,4.23,background
2018-01-23 11:00:00,ST_011,51.0,4.12,12.5,8.21,19.2,33.1,46.51,8.31,background
2018-01-23 16:00:00,ST_010,200.0,4.41,10.42,8.29,19.5,32.0,43.49,0.57,background
2018-01-23 18:00:00,ST_001,9.0,4.05,13.11,8.31,19.5,31.0,43.62,2.13,background
2018-01-24 16:00:00,ST_008,63.0,2.82,13.05,8.09,19.5,31.9,43.81,2.36,background
2018-01-24 18:00:00,ST_022,2510.0,6.14,12.01,8.05,20.5,35.0,49.1,3.56,low
2018-01-25 08:00:00,ST_015,20.0,4.83,11.45,8.3,19.8,29.3,41.09,2.68,background
2018-01-25 14:00:00,ST_011,7.0,1.66,10.74,8.14,21.4,34.2,49.36,0.58,background
2018-01-25 15:00:00,ST_013,24.0,9.81,11.46,8.26,18.0,28.6,38.61,3.0,background
2018-01-26 07:00:00,ST_016,93.0,8.38,12.08,8.18,20.4,34.6,48.7,3.49,background
2018-01-26 07:00:00,ST_007,588.0,2.71,12.8,8.14,21.5,29.5,43.5,3.98,background
2018-01-27 09:00:00,ST_005,29.0,4.69,11.64,8.12,21.0,31.5,45.32,2.24,background
2018-01-27 16:00:00,ST_005,42.0,4.64,11.94,8.13,20.9,36.1,52.23,2.27,background
2018-01-28 08:00:00,ST_019,5.0,4.53,12.3,8.03,21.5,28.5,41.94,2.5,background
2018-01-28 14:00:00,ST_007,48.0,4.11,12.11,8.2,19.7,32.9,45.79,2.88,background
2018-01-29 12:00:00,ST_024,40.0,4.23,12.11,8.02,20.1,35.1,48.39,1.15,background
2018-01-29 13:00:00,ST_010,135.0,3.69,12.32,8.17,21.6,34.3,50.12,4.13,background
2018-01-29 14:00:00,ST_003,536.0,6.35,11.22,8.17,19.4,35.3,48.87,4.76,background
2018-01-30 08:00:00,ST_020,157.0,1.94,11.83,8.12,22.6,32.4,48.56,4.26,background
2018-01-30 09:00:00,ST_014,6.0,3.38,11.2,8.1,21.5,34.3,50.18,2.24,background
2018-01-30 17:00:00,ST_007,22.0,7.01,11.97,8.26,21.0,34.6,49.65,3.21,background
2018-01-31 10:00:00,ST_010,63.0,5.57,11.47,8.34,20.3,33.8,47.36,0.1,background
2018-01-31 15:00:00,ST_015,0.0,2.51,11.82,8.22,19.2,29.8,41.04,1.07,background
2018-01-31 16:00:00,ST_007,1089.0,4.23,12.97,7.98,20.3,31.3,44.05,3.08,low
2018-02-01 07:00:00,ST_012,82.0,4.7,12.48,8.09,24.2,34.1,53.17,0.29,background
2018-02-01 08:00:00,ST_016,125.0,2.41,11.66,8.24,21.1,29.6,43.56,1.24,background
2018-02-01 12:00:00,ST_013,8.0,10.1,13.45,8.13,18.5,34.7,47.55,0.99,background
2018-02-01 18:00:00,ST_016,38.0,4.28,12.72,8.2,19.5,34.5,48.43,2.74,background
2018-02-02 06:00:00,ST_025,2220.0,5.8,12.07,8.15,21.4,34.2,49.23,1.8,low
2018-02-02 08:00:00,ST_016,742.0,8.72,12.19,8.27,22.3,32.9,48.09,2.87,background
2018-02-02 12:00:00,ST_025,411.0,4.41,10.91,8.19,20.8,31.4,44.14,17.61,background
2018-02-02 12:00:00,ST_017,41.0,8.13,11.14,8.23,19.5,34.9,48.73,2.32,background
2018-02-02 15:00:00,ST_024,124.0,3.62,11.99,8.2,20.0,33.4,46.4,5.88,background
2018-02-03 08:00:00,ST_018,18.0,2.5,10.56,8.01,22.1,34.1,50.14,0.97,background
2018-02-03 12:00:00,ST_003,13.0,8.34,12.14,8.19,22.0,32.5,47.26,3.17,background
2018-02-03 15:00:00,ST_018,35.0,6.5,12.02,8.13,19.7,33.4,46.42,1.89,background
2018-02-03 17:00:00,ST_006,6.0,9.0,10.87,8.03,19.7,32.6,46.71,1.38,background
2018-02-03 18:00:00,ST_010,6.0,6.84,12.33,8.27,19.8,30.4,42.48,3.35,background
2018-02-04 10:00:00,ST_015,91.0,3.78,13.75,8.25,18.0,34.8,46.83,4.3,background
2018-02-04 10:00:00,ST_013,597.0,4.05,11.57,8.27,20.7,32.9,47.54,3.48,background
2018-02-04 12:00:00,ST_015,141.0,6.28,10.46,8.34,21.6,34.9,51.2,4.04,background
2018-02-04 14:00:00,ST_020,42.0,3.56,10.75,8.35,21.2,32.9,47.05,3.48,background
2018-02-05 06:00:00,ST_001,11.0,4.32,12.53,8.13,21.2,31.4,44.63,4.41,background
2018-02-05 07:00:00,ST_011,138.0,2.75,12.14,8.11,21.7,30.3,43.82,0.66,background
2018-02-05 08:00:00,ST_023,112.0,2.56,11.46,8.14,24.2,33.0,51.02,12.82,background
2018-02-05 08:00:00,ST_007,4.0,4.44,12.39,8.42,18.2,28.0,37.89,3.88,background
2018-02-05 13:00:00,ST_007,19.0,6.87,12.23,8.09,19.0,35.1,48.2,3.14,background
2018-02-06 12:00:00,ST_013,13.0,6.35,12.24,8.18,21.0,31.7,45.37,3.43,background
2018-02-06 12:00:00,ST_016,17.0,4.96,12.73,8.34,19.8,33.0,47.27,2.91,background
2018-02-06 13:00:00,ST_013,239.0,6.39,11.96,8.3,22.3,33.2,48.75,1.99,background
2018-02-06 17:00:00,ST_012,1.0,3.9,11.17,8.22,19.9,29.8,41.56,4.05,background
2018-02-07 06:00:00,ST_004,11.0,5.52,10.57,8.39,18.3,30.5,41.21,3.44,background
2018-02-07 07:00:00,ST_014,0.0,3.5,9.58,8.2,22.1,30.2,44.92,2.39,background
2018-02-07 12:00:00,ST_019,61.0,7.15,12.34,8.08,18.9,35.4,48.17,1.42,background
2018-02-07 16:00:00,ST_019,247.0,8.1,11.98,8.24,19.8,30.1,43.15,5.35,background
2018-02-08 09:00:00,ST_025,2.0,4.07,10.92,8.08,21.6,32.1,46.23,2.64,background
2018-02-08 12:00:00,ST_009,41.0,5.95,11.28,8.21,20.7,32.3,46.32,3.79,background
2018-02-08 18:00:00,ST_025,8.0,2.1,10.36,8.28,21.6,34.4,50.6,1.33,background
2018-02-09 13:00:00,ST_021,35.0,10.68,11.6,8.24,23.0,32.0,47.91,4.21,background
2018-02-09 14:00:00,ST_023,10.0,4.57,11.24,8.17,20.9,32.3,46.62,1.53,background
2018-02-09 17:00:00,ST_012,8.0,7.31,10.87,8.02,20.5,29.4,42.02,1.38,background
2018-02-09 17:00:00,ST_002,2.0,5.53,11.13,8.29,19.8,32.8,45.92,11.19,background
2018-02-10 09:00:00,ST_008,3308.0,2.41,11.52,8.13,21.8,33.1,47.87,5.43,low
2018-02-10 11:00:00,ST_021,370.0,7.97,11.29,8.16,21.7,33.3,48.57,5.36,background
2018-02-10 12:00:00,ST_024,16.0,4.05,10.31,8.25,18.9,30.0,41.04,2.5,background
2018-02-10 13:00:00,ST_002,282.0,6.03,12.14,8.22,22.7,35.2,52.12,4.49,background
2018-02-10 17:00:00,ST_022,252.0,3.95,11.98,8.22,20.7,33.3,47.21,3.69,background
2018-02-11 16:00:00,ST_005,105.0,4.58,11.53,8.1,20.9,34.1,48.9,3.12,background
2018-02-11 17:00:00,ST_022,17.0,6.08,11.64,8.26,21.8,33.5,48.38,4.26,background
2018-02-12 10:00:00,ST_008,85.0,4.42,11.81,8.18,21.9,34.4,50.26,1.83,background
2018-02-12 15:00:00,ST_019,184.0,8.26,11.3,8.31,23.0,33.6,48.96,3.45,background
2018-02-12 15:00:00,ST_015,433.0,2.39,12.07,8.24,21.2,30.0,43.36,3.97,background
2018-02-12 16:00:00,ST_005,267.0,7.14,11.79,8.22,21.9,32.7,47.63,3.69,background
2018-02-13 06:00:00,ST_004,622.0,9.74,11.19,8.24,20.6,31.7,45.49,1.3,background
2018-02-13 16:00:00,ST_023,41.0,6.64,10.72,8.27,22.5,30.4,45.77,1.38,background
2018-02-13 18:00:00,ST_003,327.0,7.29,9.62,8.13,23.2,30.5,46.12,2.51,background
2018-02-14 12:00:00,ST_023,16.0,8.37,10.8,8.31,18.9,35.3,48.19,2.23,background
2018-02-14 12:00:00,ST_006,1077.0,5.45,12.57,8.2,21.1,31.0,44.53,1.29,low
2018-02-14 12:00:00,ST_009,21.0,2.38,11.64,8.25,19.8,32.0,44.91,3.74,background
2018-02-14 14:00:00,ST_007,4926.0,7.15,10.89,8.26,23.1,32.9,49.93,2.01,low
2018-02-14 15:00:00,ST_003,11.0,6.44,10.31,8.21,23.1,33.5,50.71,4.79,background
2018-02-15 14:00:00,ST_018,3044.0,1.66,10.69,8.02,21.0,31.7,45.57,0.97,low
2018-02-15 15:00:00,ST_010,28.0,7.7,11.23,8.2,20.4,30.1,42.82,2.55,background
2018-02-15 16:00:00,ST_013,187.0,9.06,10.65,8.14,21.7,32.6,46.69,0.75,background
2018-02-15 17:00:00,ST_014,307.0,5.99,9.67,8.24,20.0,29.4,40.78,4.15,background
2018-02-16 07:00:00,ST_021,148.0,4.68,11.59,8.27,22.4,32.0,46.92,3.4,background
2018-02-16 15:00:00,ST_025,326.0,9.33,10.8,8.25,22.6,30.0,44.73,3.2,background
2018-02-17 08:00:00,ST_009,2.0,4.22,10.14,8.1,19.9,29.2,41.56,3.77,background
2018-02-17 17:00:00,ST_007,17.0,3.05,10.78,8.3,25.1,35.2,55.35,1.69,background
2018-02-17 17:00:00,ST_013,1050.0,3.7,11.45,8.19,22.7,33.6,50.26,4.15,low
2018-02-17 17:00:00,ST_010,1518.0,5.08,12.02,8.07,23.5,32.9,49.93,3.93,low
2018-02-18 06:00:00,ST_004,3910.0,4.41,11.99,8.1,23.9,32.2,50.01,0.97,low
2018-02-18 08:00:00,ST_016,230.0,7.64,11.53,8.27,19.6,30.5,42.85,3.07,background
2018-02-19 12:00:00,ST_017,150.0,6.79,10.7,8.07,21.4,33.2,47.69,1.69,background
2018-02-19 18:00:00,ST_023,204.0,9.55,10.73,8.31,22.5,36.2,53.32,4.55,background
2018-02-20 08:00:00,ST_006,2.0,4.8,11.04,8.28,22.2,33.5,49.27,3.89,background
2018-02-20 11:00:00,ST_006,40.0,9.09,10.45,7.96,23.7,34.4,52.48,3.46,background
2018-02-20 16:00:00,ST_010,14.0,4.83,11.01,8.14,23.4,31.3,47.63,3.79,background
2018-02-20 17:00:00,ST_014,21.0,1.66,11.69,8.25,20.6,35.1,49.09,2.64,background
2018-02-20 17:00:00,ST_005,2.0,7.04,12.24,8.11,22.6,34.6,51.07,4.15,background
2018-02-21 13:00:00,ST_006,504.0,3.83,11.01,8.04,23.1,31.6,46.44,2.73,background
2018-02-21 13:00:00,ST_019,2.0,2.02,12.47,8.23,22.0,34.0,49.6,2.35,background
2018-02-21 14:00:00,ST_004,145.0,7.9,10.19,8.23,22.8,31.7,47.9,3.32,background
2018-02-22 06:00:00,ST_024,2074.0,6.18,11.09,8.22,20.2,34.4,49.26,4.71,low
2018-02-22 08:00:00,ST_007,51.0,9.45,9.56,8.19,24.6,35.4,54.54,2.83,background
2018-02-22 08:00:00,ST_025,57.0,7.38,10.17,8.08,24.8,34.7,52.42,2.29,background
2018-02-23 10:00:00,ST_014,12.0,8.73,10.87,8.19,23.3,33.1,50.69,0.83,background
2018-02-23 13:00:00,ST_021,2.0,4.34,11.56,8.28,21.9,35.9,53.57,4.01,background
2018-02-23 15:00:00,ST_004,3.0,8.02,10.84,8.11,23.1,33.3,49.47,4.04,background
2018-02-24 07:00:00,ST_010,189.0,4.89,11.44,8.17,23.7,30.3,45.82,2.0,background
2018-02-24 07:00:00,ST_013,33.0,2.08,11.72,8.3,22.6,33.3,49.62,3.09,background
2018-02-24 07:00:00,ST_009,38.0,5.46,11.33,8.13,24.6,30.4,47.1,3.52,background
2018-02-25 11:00:00,ST_001,33.0,4.1,10.19,8.28,25.3,35.6,56.4,2.53,background
2018-02-25 15:00:00,ST_008,56.0,2.87,10.47,8.29,22.9,34.0,51.06,1.86,background
2018-02-26 06:00:00,ST_002,6.0,3.26,10.16,8.01,25.3,34.1,52.68,0.52,background
2018-02-26 06:00:00,ST_022,445.0,7.32,11.6,8.11,23.0,34.6,52.44,4.02,background
2018-02-26 10:00:00,ST_025,18.0,7.0,11.38,8.16,22.1,33.8,50.4,4.25,background
2018-02-26 13:00:00,ST_022,7.0,6.94,11.35,8.07,21.5,31.1,45.56,1.28,background
2018-02-26 18:00:00,ST_004,127.0,1.44,10.74,8.32,23.0,35.7,55.16,9.28,background
2018-02-27 07:00:00,ST_007,118.0,3.25,11.84,8.22,20.4,33.8,47.41,4.13,background
2018-02-27 14:00:00,ST_001,206.0,6.91,12.02,8.22,21.7,35.5,51.39,2.09,background
2018-02-28 13:00:00,ST_016,75.0,2.45,10.59,8.28,22.3,29.5,43.19,1.29,background
2018-02-28 15:00:00,ST_017,2881.0,7.06,10.22,8.15,21.3,30.7,44.61,3.9,low
2018-02-28 15:00:00,ST_014,32.0,10.72,11.64,8.18,22.2,34.0,49.81,2.59,background
2018-02-28 18:00:00,ST_009,65.0,5.37,12.1,8.14,23.7,32.2,48.25,0.71,background
2018-02-28 18:00:00,ST_011,45.0,6.75,10.71,8.2,24.3,35.1,54.1,1.79,background
2018-03-01 09:00:00,ST_012,137.0,5.96,10.95,8.15,24.8,30.0,46.15,4.56,background
2018-03-01 11:00:00,ST_022,10.0,4.65,11.17,8.17,20.9,31.9,45.56,8.3,background
2018-03-01 11:00:00,ST_011,84.0,1.97,11.03,8.23,23.1,35.2,52.42,4.95,background
2018-03-01 16:00:00,ST_013,151.0,6.41,12.16,8.26,24.0,33.4,51.22,17.28,background
2018-03-02 06:00:00,ST_015,34.0,5.56,10.52,8.19,22.3,34.5,51.0,1.8,background
2018-03-02 11:00:00,ST_011,382.0,4.55,10.88,8.26,24.6,35.1,54.41,2.82,background
2018-03-02 15:00:00,ST_002,81.0,6.19,11.01,8.27,24.9,34.3,53.39,2.62,background
2018-03-02 17:00:00,ST_013,14.0,2.85,10.04,8.18,24.8,32.2,49.78,3.46,background
2018-03-02 18:00:00,ST_004,76.0,3.08,9.65,8.14,23.8,33.1,50.76,1.84,background
2018-03-03 06:00:00,ST_020,4.0,4.17,12.29,8.25,23.1,36.1,53.65,3.72,background
2018-03-03 07:00:00,ST_017,999.0,6.9,9.26,8.16,23.7,33.9,51.71,1.78,background
2018-03-03 10:00:00,ST_023,20.0,5.19,9.99,8.2,25.0,36.0,57.07,2.64,background
2018-03-04 11:00:00,ST_015,14.0,6.25,10.85,8.17,22.8,34.0,51.12,4.79,background
2018-03-04 15:00:00,ST_022,34.0,6.9,9.88,8.21,27.2,35.7,57.43,2.0,background
2018-03-04 16:00:00,ST_016,44.0,6.19,10.54,8.3,23.7,34.7,51.7,3.51,background
2018-03-05 06:00:00,ST_024,2436.0,4.08,11.56,8.16,21.7,32.3,47.09,4.78,low
2018-03-05 06:00:00,ST_021,40.0,5.15,11.11,8.28,25.0,36.2,55.68,2.19,background
2018-03-05 11:00:00,ST_001,82.0,7.89,12.2,8.25,24.7,31.7,48.56,4.11,background
2018-03-05 16:00:00,ST_012,67.0,3.79,11.29,8.19,21.2,35.0,49.15,2.25,background
2018-03-05 16:00:00,ST_007,1376.0,4.9,9.41,8.28,23.2,36.0,53.84,3.58,low
2018-03-06 09:00:00,ST_020,138.0,7.5,10.77,8.25,23.5,31.5,47.04,1.12,background
2018-03-06 13:00:00,ST_013,1234.0,5.49,11.12,8.44,23.9,36.0,54.67,3.81,low
2018-03-06 16:00:00,ST_015,360.0,7.31,10.97,8.24,23.7,30.9,46.34,0.66,background
2018-03-06 17:00:00,ST_020,543.0,2.16,9.55,8.15,25.0,32.8,50.94,2.11,background
2018-03-07 11:00:00,ST_014,226.0,4.52,10.68,8.33,25.9,31.2,49.47,3.62,background
2018-03-07 13:00:00,ST_022,4672.0,10.13,10.33,8.31,23.3,34.1,50.63,4.12,low
2018-03-08 10:00:00,ST_020,12.0,5.96,10.55,8.13,22.3,34.4,50.93,1.62,background
2018-03-08 17:00:00,ST_013,29.0,7.55,9.55,8.33,26.9,36.3,59.32,1.87,background
2018-03-09 14:00:00,ST_019,1689.0,8.82,9.22,8.15,25.9,32.4,51.2,3.58,low
2018-03-09 17:00:00,ST_005,21.0,2.61,10.88,8.19,22.4,31.3,46.55,13.41,background
2018-03-09 18:00:00,ST_023,981.0,6.46,11.37,8.3,23.4,36.0,54.84,3.65,background
2018-03-10 08:00:00,ST_016,28.0,9.86,11.09,8.15,23.7,35.5,54.19,3.69,background
2018-03-10 18:00:00,ST_003,1.0,9.84,11.03,8.16,24.1,34.6,53.14,2.76,background
2018-03-11 13:00:00,ST_006,12.0,1.85,10.57,8.05,24.2,32.7,49.36,2.74,background
2018-03-11 13:00:00,ST_004,30.0,10.47,8.94,8.31,24.7,35.9,55.8,1.31,background
2018-03-11 13:00:00,ST_022,11.0,3.95,10.44,8.08,25.7,33.1,52.03,1.69,background
2018-03-11 16:00:00,ST_018,50.0,2.78,11.3,8.28,25.3,31.6,50.08,1.75,background
2018-03-12 08:00:00,ST_025,2138.0,10.09,9.04,8.29,24.2,30.1,46.65,3.25,low
2018-03-12 09:00:00,ST_007,4.0,5.08,10.56,8.19,22.7,31.6,46.76,2.22,background
2018-03-12 16:00:00,ST_023,21.0,10.49,10.07,8.14,23.6,34.9,53.51,0.6,background
2018-03-13 07:00:00,ST_014,916.0,8.93,9.04,8.21,25.6,34.4,54.99,4.69,background
2018-03-13 17:00:00,ST_001,48.0,8.2,11.05,8.29,22.7,31.5,46.96,1.94,background
2018-03-14 09:00:00,ST_024,36.0,5.9,10.05,8.28,23.5,30.5,45.66,7.76,background
2018-03-14 11:00:00,ST_013,9.0,5.53,11.56,8.14,25.2,36.7,57.28,1.47,background
2018-03-14 18:00:00,ST_009,180.0,7.46,10.48,8.25,25.4,34.6,55.13,1.3,background
2018-03-15 14:00:00,ST_021,4.0,2.73,11.12,8.14,26.1,31.9,50.68,2.1,background
2018-03-15 16:00:00,ST_016,50.0,5.7,10.6,8.06,25.0,35.2,55.82,2.32,background
2018-03-15 16:00:00,ST_004,94.0,1.83,9.67,8.16,23.7,30.6,46.31,3.18,background
2018-03-15 16:00:00,ST_005,17.0,4.42,9.16,8.36,24.6,32.7,50.57,2.81,background
2018-03-16 07:00:00,ST_023,66.0,4.99,11.37,8.17,24.2,31.0,47.67,2.09,background
2018-03-16 11:00:00,ST_008,409.0,4.89,10.16,8.05,22.7,34.1,50.34,1.76,background
2018-03-16 15:00:00,ST_025,14.0,3.28,10.96,8.11,24.7,31.0,47.99,1.63,background
2018-03-16 15:00:00,ST_003,95.0,7.02,10.06,8.23,24.8,35.0,54.46,3.91,background
2018-03-16 16:00:00,ST_011,1083.0,10.65,10.32,8.23,25.5,30.7,48.37,4.14,low
2018-03-17 12:00:00,ST_008,12.0,5.16,10.25,8.12,22.8,30.6,45.33,2.78,background
2018-03-17 12:00:00,ST_021,80.0,10.33,10.27,8.09,25.7,33.6,53.92,4.62,background
2018-03-17 16:00:00,ST_018,21.0,2.98,9.75,8.25,24.3,31.3,47.59,2.75,background
2018-03-17 17:00:00,ST_024,84.0,8.48,11.04,8.22,26.4,34.2,56.0,2.66,background
2018-03-17 17:00:00,ST_024,61.0,7.05,10.25,8.28,23.4,31.1,45.77,2.42,background
2018-03-18 07:00:00,ST_003,282.0,6.0,10.25,8.33,26.7,32.0,51.84,0.71,background
2018-03-18 10:00:00,ST_004,12.0,2.01,10.88,8.09,24.0,33.0,50.45,3.39,background
2018-03-18 10:00:00,ST_003,140.0,9.83,10.25,8.22,24.4,30.3,47.11,15.11,background
2018-03-19 07:00:00,ST_019,516.0,6.84,9.51,8.25,23.9,34.2,51.89,3.12,background
2018-03-19 09:00:00,ST_024,36.0,6.85,10.3,8.25,23.5,34.0,52.56,3.88,background
2018-03-19 11:00:00,ST_005,125.0,8.16,10.38,8.09,23.7,34.0,52.58,5.16,background
2018-03-19 17:00:00,ST_019,307.0,10.35,11.09,8.32,24.5,29.7,45.39,3.51,background
2018-03-20 10:00:00,ST_002,17.0,9.24,9.73,8.21,25.2,33.8,53.18,3.58,background
2018-03-20 12:00:00,ST_019,82.0,2.19,9.55,8.25,24.7,33.0,50.98,1.67,background
2018-03-20 15:00:00,ST_018,5.0,10.59,11.24,8.24,23.9,31.8,48.16,1.88,background
2018-03-20 17:00:00,ST_001,0.0,4.61,9.08,8.22,23.9,32.3,49.75,3.08,background
2018-03-21 11:00:00,ST_025,86.0,4.07,10.77,8.15,23.2,31.6,47.67,3.5,background
2018-03-21 11:00:00,ST_022,10.0,3.0,9.32,8.15,25.7,31.6,50.45,3.52,background
